id;value;generic_emails;personal_emails;last_crawl;language;company_name;twitter;facebook;instagram;linkedin;youtube;phone_number;apple_app;google_play;country;state;categories;description;street;city;postcode;employees_count
158862;citigroup.com;46;219;2023-06-14;en;Citi;;;citi;citi;;+1 212 559 2718;;;US;NY;{finance};Citi, the leading global bank, serves more than 200 million customer accounts and does business in more than 160 countries and jurisdictions. Learn more today.;388 Greenwich Street;New York;10013;184617
140086;citizensbank.com;78;1039;2023-07-18;en;Citizens;citizensbank;citizensbank;citizensbank;citizens-bank;;+1 800 922 9999;itunes.apple.com/app/citizens-bank-mobile-banking/id388082488;;US;RI;{finance};;;;;20021
59019076;clevelandcliffs.com;10;57;2023-05-09;en;Cleveland-Cliffs;;;;arcelormittal-usa;;+1 216 694 5700;;;US;OH;{industry};;200 Public Square;Ohio;44114;1079
967774;cmc.com;54;233;2023-06-27;en;Commercial Metals;cmccareers1;cmccareers;;commercial-metals-company;;+1 214 689 4300;;;US;TX;{industry};;6565 N. MacArthur Blvd;Irving;75039;4556
61060;cmsenergy.com;45;247;2023-07-18;en;CMS Energy;;;;craven-county-wood-energy-limited-partnership;;+1 517 768 3114;;;US;MI;{industry};;;Jackson;49201;3
12480283;coca-colacompany.com;0;0;2023-04-30;en;The Coca-Cola Company;;;thecocacolaco;the-coca-cola-company;;+1 800 438 2653;;;US;GA;{food_drink};We are here to refresh the world and make a difference. Learn more about the Coca-Cola Company, our brands, and how we strive to do business the right way.;;Atlanta;30313;61449
36387;cognizant.com;146;1171;2023-04-29;en;Cognizant;cognizantthink;;cognizant;cognizant;;+1 508 560 2136;;;US;TX;{technology};;211 Quality Circle;College Station;77854;320842
323158;coinbase.com;80;56;2023-06-27;en;Coinbase;;;;spare5;;+1 888 908 7930;;;US;CA;{technology};;;;;50
14314055;colgatepalmolive.com;0;0;2023-06-22;en;Colgate;;;colgatepalmoliveco;colgate-palmolive;;+1 800 468 6502;;;US;NY;{industry};Colgate-Palmolive products are trusted by millions around the globe to care for their families and homes. Learn about our products, stocks, and careers.;300 Park;New York;10022;25263
20464714;comcastcorporation.com;0;0;2023-06-23;en;Comcast Corporation;;;;;;;;;;;{};;;;;
291034;commscope.com;88;274;2023-06-30;en;CommScope;;;;commscope;;+61 7 0490 0100;;play.google.com/store/apps/details?id=com.commscope.ctrak;US;IN;{internet_telecom};Advancing broadband enterprise and wireless networks to power progress and create lasting connections.;0 Alternative products available View;;76008;12325
303587;compass.com;1036;19362;2023-06-27;en;Compass;;compass;compass;compassinc;;+1 212 913 9058;;play.google.com/store/apps/details?id=com.compass.compass;US;CA;{real_estate};Buy, sell, and rent smarter with Compass. Partner with a local real estate agent to find the home or apartment that’s right for you.;100 Alley;Mountain View;94040;25056
166657753;conagrabrands.com;0;0;2023-06-13;en;Conagra Brands;;;;conagra-brands;;+1 888 203 1112;;;US;;{food_drink};Conagra combines a rich heritage of great food with a sharpened focus on innovation. Find company, investor and career information and learn more about our brands.;;;;6660
4051520;conedison.com;0;0;2023-05-08;en;Con Edison;;;;con-edison-energy;;+1 855 367 3849;;;US;NY;{industry};Consolidated Edison, Inc. provides energy-related products and services through two regulated utility subsidiaries, three competitive energy businesses, and Con Edison Transmission, Inc.;4 Irving Place;New York;10003;97
52184;conocophillips.com;57;514;2023-06-28;en;ConocoPhillips;;conocophillips;conocophillips;conocophillips;;+1 281 293 1000;;;;;{industry};ConocoPhillips explores for, develops and produces crude oil and natural gas globally.;;;;15645
9048;corning.com;88;617;2023-07-05;en;Corning Incorporated;corning;corninggorillaglass;;corning-incorporated;corninglifesciences;+1 800 492 1110;;;US;NY;{manufacturing};;;Corning;14831;19196
393079099;corteva.com;36;517;2023-06-27;en;Corteva Agriscience;corteva;corteva;corteva;corteva;corteva;+1 800 258 3033;;;US;IA;{animal};Corteva Agriscience™ is a publicly traded, global pure-play agriculture company that provides farmers around the world with the most complete portfolio in the industry;;Johnston;50131;17213
71372;costco.com;72;234;2023-07-26;en;Costco;;;;costco-wholesale;;+1 800 607 6861;;;US;WA;{shopping};;;;;66293
455730;crowncork.com;9;57;2023-05-31;en;Crown Holdings;;crown.craft.brew.crew;;crown-holdings-inc-;;+1 267 847 0531;;;US;PA;{manufacturing};Crown Holdings, Inc. is a leading supplier of beverage packaging, food packaging, aerosol packaging, metal closures, promotional packaging and transit packaging products to companies around the world.;770 Township Line Road;;19067;4787
271012;csx.com;77;298;2023-05-23;en;CSX;;officialcsx;officialcsx;csx-transportation;;;;;;;{travel};CSX is a leading supplier of rail-based freight transportation in North America. But there's more to CSX than you might expect. Learn all about CSX and discover what we're doing for our customers, environment and communities. Visit http://www.csx.com/.;;;;11465
170740;cummins.com;151;550;2023-06-27;en;Cummins;;;cummins;cummins-inc;;+44 13 2788 6464;;;US;IN;{automotive};Cummins specializes in diesel and alternative fuel engines and generators, and related components and technology. Learn more at cummins.com.;;;;40896
12822014;cvshealth.com;28;122;2023-06-28;en;CVS Health;cvshealthir;cvshealth;cvshealth;cvs-health;cvshealth;+1 401 770 2931;;play.google.com/store/apps/details?id=com.cvshealth.omniview;US;;{beauty_fitness};America's leading health solutions company, CVS Health® provides advanced health care from pharmacy services and health plans to health and wellness.;;;;113769
219313;dana.com;75;256;2023-04-28;en;Dana Incorporated;danainc_;;;dana-incorporated;;+1 419 887 5166;;;;;{automotive};;;;;14233
881947;danaher.com;18;45;2023-06-27;en;Danaher;;danahercorporation;danahercorporation;danaher;;+1 201 935 5500;;;US;;{manufacturing};;;;;64825
173877;darden.com;13;48;2023-06-25;en;Darden Restaurants;;;;darden;;+1 407 245 5403;;;US;FL;{food_drink};Darden Restaurants is the premier full-service dining company, operating over 1,800 locations. Learn about our company, buy gift cards, search careers and more.;1000 Darden Center;Orlando;32837;58412
231342;davita.com;94;474;2023-06-27;en;DaVita;;davitakidneycare;davita;davita;;+1 800 424 6589;;;US;CO;{health};;2000 16th Street;Denver;80202;33430
218419;dcpmidstream.com;7;63;2023-07-06;en;DCP Midstream;dcpmidstreamlp;dcpmidstream;;dcp-midstream;;+1 720 897 9878;;;US;CO;{industry};;370 17th Street;Denver;80202;1762
123640;deere.com;6;4;2023-07-17;en;John Deere;;;johndeere;john-deere-africa-middle-east;;+1 800 275 5322;;play.google.com/store/apps/details?id=com.deere.gopush;US;IL;{animal};Explore agricultural, construction, forestry machinery, technology, services and more on the official John Deere website. Find a dealer in your area or purchase online.;;Moline;61265;11
6482648;delekus.com;6;57;2023-05-02;en;Delek US Holdings;delekusholdings;delekusofficial;delek_us;delek-us-holdings;;+1 615 771 6701;;;US;TN;{industry};;310 Seven Springs;Brentwood;37027;1257
106721895;delltechnologies.com;1;0;2023-06-16;en;Dell Technologies US;delltech;delltechnologies;;dell;;+1 508 293 7206;;;;;{technology};;;;;139075
96266;delta.com;110;366;2023-05-31;en;Delta Air Lines;;delta;delta;delta-air-lines;;+1 404 209 3434;;;US;;{travel};Delta Air Lines, a leader in domestic and international travel, offers airline tickets & flights to over 300 destinations in 60 countries. Book direct at Delta.com.;;;;65692
12684514;devonenergy.com;0;0;2023-06-28;en;Devon Energy;devonenergy;devonenergy;devonenergy;devon-energy;;+1 405 228 4800;;;;;{industry};;;;;4134
1256174;diamondbackenergy.com;6;10;2023-05-04;en;Diamondback Energy;;;;diamondback-energy-services;;+1 432 221 7400;;;US;;{industry};;;;;800
520102246;dickssportinggoods.com;;;;;;;;;;;;;;;;;;;;;
2727365;dillards.com;17;43;2023-06-28;en;Dillard's;;;dillards;dillards;;+1 501 200 9660;;;US;;{shopping};Dillard's: Shop designer dresses, shoes, clothing, handbags, cosmetics and beauty, bedding, lingerie, wedding registry items and more.;;;;16597
54141;discover.com;46;109;2023-06-27;en;Discover;;;;discover-financial-services;discover;+1 800 347 7000;;play.google.com/store/apps/details?id=com.discoverfinancial.mobile;US;UT;{finance};Discover offers reward credit cards, online banking, home equity loans, student loans and personal loans.;;Salt Lake City;84130;18211
13057;dish.com;86;175;2023-06-27;en;Dish;dish;;dishnetwork;dish-network;;+1 800 222 5368;itunes.apple.com/app/dish-remote-access/id327125649;play.google.com/store/apps/details?id=com.sm.slingguide.dish;US;;{internet_telecom};;;;;22808
120552;dollargeneral.com;27;68;2023-05-21;en;Dollar General;dollargeneral;dollargeneral;dollargeneral;dollar-general;;+1 800 678 9258;;play.google.com/store/apps/details?id=com.dollargeneral.android;US;AL;{shopping};Dollar General makes it easier to shop for everyday needs by offering the most popular brands at low everyday prices in convenient locations and online.;;Enterprise;36330;66023
140651;dollartree.com;22;64;2023-06-25;en;Dollar Tree;;dollartree;dollartree;dollar-tree;;+1 757 321 5245;;;;;{shopping};Shop online for bulk Dollar Tree products, perfect for restaurants, businesses, schools, churches, party planners & anyone looking for quality supplies in bulk.;;;;7155
23713197;dominionenergy.com;77;417;2023-06-27;en;Dominion Energy;dominionenergy;dominionenergy;dominionenergy;dominionenergy;;+1 866 366 4357;;play.google.com/store/apps/details?id=com.dominionenergy.oneapp;US;VA;{industry};Dominion Energy operates in 16 states across the U.S., offering clean, safe, reliable, and affordable energy to more than 7 million customers.;600 E. Canal Street;Richmond;23219;26654
12469767;dovercorporation.com;0;0;2023-07-16;en;Dover Corporation;;;;dovercorp;;+1 630 541 1540;;;US;IL;{manufacturing};;;;;1987
5480;dow.com;86;1713;2023-06-21;en;Dow;dowcorps;dowcorps;;dow-chemical;;+1 800 232 2436;;;US;;{manufacturing};;;;;43296
81747;drhorton.com;111;855;2023-06-19;en;D.R. Horton;;drhorton.homes;drhorton;dr-horton;;+1 888 559 2763;;;US;WA;{industry};Since 1978, D.R. Horton has consistently delivered top-quality new homes to homebuyers across the nation and maintained our commitment to excellence.;327 207th St;BOTHELL;98012;9719
319568;dteenergy.com;43;221;2023-07-07;en;DTE Energy;;dteenergy;dte_energy_official;dte-energy;;+1 800 477 4747;itunes.apple.com/app/dte-energy/id446411318;play.google.com/store/apps/details?id=com.dteenergy.mydte;US;MI;{industry};DTE Energy is a Detroit-based diversified energy company involved in the development and management of energy-related businesses and services nationwide.;2000 2nd Avenue;Detroit;48226;8828
79519;duke-energy.com;74;681;2023-06-27;en;Duke Energy;dukeenergy;dukeenergybrasil;duke_energy;duke-energy-corporation;dukeenergymediactr;+1 800 777 9898;itunes.apple.com/app/id1325217974;play.google.com/store/apps/details?id=com.dukeenergy.customerapp.release;US;;{industry};;;;;24043
150075;dupont.com;60;478;2023-05-23;en;DuPont;;;;dupont;;;;;;;{manufacturing};;;;;37989
324053509;dxc.technology;0;0;2023-04-30;en;DXC Technology Company;dxcdach;dxcasia;dxc_nordic_baltic;dxc-india;;+1 703 245 9700;;;;;{technology};;;;;
210095;eastman.com;48;523;2023-07-26;en;Eastman;;eastman;eastmanglobal;eastman;eastman;+1 423 224 0498;;;US;TN;{manufacturing};Driven by more than 100 years of continuous innovation, Eastman is a global specialty materials company.;2 mL;Kingsport;37662;10451
49017;ebay.com;382;705;2023-06-27;en;eBay;;;;ebay-for-business;;+1 616 890 8397;;;;;{technology};Buy & sell electronics, cars, clothes, collectibles & more on eBay, the world's online marketplace. Top brands, low prices & free shipping on many items.;;;;1258
83302;ecolab.com;219;722;2023-07-18;en;Ecolab;;ecolab;ecolab_inc;ecolab;;+1 800 352 5326;;;US;MN;{manufacturing};Ecolab offers water, hygiene and infection prevention solutions and services that help make the world cleaner, safer and healthier – protecting people and vital resources.;1 Ecolab Place;St. Paul;55102;30920
20464641;edisoninvestor.com;0;0;2023-07-10;;;;;;;;+1 800 347 8625;;;;;{};;;;;
96629;edwardjones.com;85;9667;2023-04-28;en;Edward Jones;;edwardjones;;edward-jones;;+1 800 441 5203;;;US;MO;{finance};Edward Jones offers a personal approach to investing with 18,000 financial advisors ready to support your retirement, education savings and insurance needs.;;;;39746
1841630;elcompanies.com;0;1;2023-07-12;en;Company;;elcompanies;;the-estee-lauder-companies-inc;;+1 800 308 2334;;;;;{manufacturing};;;;;27105
506706316;elevancehealth.com;7;31;2023-07-02;en;Elevance Health;;;;elevance-health;;+1 833 401 1577;;;US;IN;{health};Elevance Health, formerly Anthem, Inc., serves people across their entire health journey taking an integrated whole-health approach.;220 Virginia Avenue;Indianapolis;46204;40405
422874;emcorgroup.com;4;25;2023-06-26;en;EMCOR Group;;emcorgroupinc;emcor_group_inc;emcor-group-inc;emcorgroup;+1 866 890 7794;;;US;CT;{industry};EMCOR Group, Inc NYSE EME is a global leader in mechanical and electrical construction services, facilities services, energy infrastructure, sustainability and green building services for businesses, organizations, hospitals, education facilities and government;301 Merritt Seven Norwalk, CT;Norwalk;6851;3294
43369;emerson.com;485;1608;2023-05-27;en;Emerson;;;;emerson;emersonplantweb;+1 314 679 8984;;;US;MO;{manufacturing};Helping address the world's most critical needs through our core business platforms - Automation Solutions and Commercial & Residential Solutions. Please select your region and language to find products and solutions that are available in your area.;8000 W. Florissant Avenue;St. Louis;63136;44740
771208;energytransfer.com;17;134;2023-07-26;en;Energy Transfer;;;;semcams;;;;;US;TX;{industry};Energy Transfer is one of America’s largest and most diversified midstream energy companies. See how we’re working to safely transport the oil and gas products that make our lives possible.;;;;85
30237;enlink.com;3;46;2023-06-28;en;EnLink Midstream;;;;enlink-midstream;;+1 866 394 9839;;;US;TX;{industry};We offer strong capabilities spanning the midstream value chain. Our strategic asset platforms are located in premier production basins and core demand centers.;;Dallas;75201;1091
77189;entergy.com;25;443;2023-06-21;en;Entergy;entergyla;entergy;entergy;entergy;;+1 800 368 3749;;;US;LA;{industry};Entergy is an integrated energy company that delivers electricity to 3 million utility customers in Arkansas, Louisiana, Mississippi and Texas. We are building a cleaner and more resilient energy future.;;Baton Rouge;70891;11154
14407654;enterpriseproducts.com;0;0;2023-07-11;en;Enterprise Products;;;;enterprise-products;;+1 888 883 6308;;;US;TX;{industry};Enterprise Products Partners L.P. - One of the largest Midstream Oil and Gas companies in North America. Click to learn more.;1100 Louisiana Street;Houston;77002;5644
172098;eogresources.com;4;49;2023-05-02;;EOG Resources;;;;eog-resources;;;;;;;{industry};;;;;3854
224258;equinix.com;42;108;2023-07-18;en;Equinix,;;;;equinix;;+1 866 378 4649;;;;;{technology};;;;;12544
480199822;equitableholdings.com;0;0;2023-07-26;en;Equitable Holdings;;;;;;+1 212 554 1234;;;US;NC;;We aim to be a trusted partner to our clients by providing advice, products and services that help them retire with dignity, protect their families and prepare for their financial future.;8501 IBM Drive;Charlotte;28277;
135638;erieinsurance.com;9;95;2023-05-05;en;Erie Insurance;eriecareers;erieinsurance;erie_insurance;erie-insurance-group;erieinsurance;+1 800 458 0811;itunes.apple.com/app/id1518263302;play.google.com/store/apps/details?id=com.erieinsurance.customermobile;US;IL;{finance};;1305 Salem Road;Mount Vernon;62864;5549
13005399;eversource.com;45;222;2023-06-27;en;Eversource Energy;eversourcect;eversourcenh;eversourceenergy;eversourceenergy;;+1 800 592 2000;itunes.apple.com/app/id1452925688;play.google.com/store/apps/details?id=com.kubra.eversource;;;{industry};;;;;6925
26010;exeloncorp.com;72;330;2023-07-18;en;Exelon;;;;exelon;;;;;;;{industry};Exelon Corporation is the nation’s leading competitive energy provider. We believe that affordable energy is essential to a brighter, more sustainable future.;;;;17595
400001414;expediagroup.com;16;86;2023-05-02;en;Expedia Group;expediagroup;lifeatexpediagroup;expedia;expedia;;+1 800 367 5437;;;US;WA;{technology};We believe travel is a force for good. When we power more travel, we unleash more opportunities to strengthen connections, broaden horizons and bridge;1111 Expedia Group Way;Seattle;98119;21905
172492;expeditors.com;90;291;2023-07-18;en;Expeditors;;;;expeditors;;;;play.google.com/store/apps/details?id=com.expeditors.mobileapp;US;WA;{travel};Expeditors is a global logistics company headquartered in Seattle, Washington. The company employs trained professionals seamless worldwide network through an;1015 Third Avenue;Seattle;98104;16208
86672;exxonmobil.com;175;851;2023-07-18;en;ExxonMobil;;;;exxonmobil-beaumont;;+44 13 7222 5810;;;;;{industry};;;;;
94690;fanniemae.com;178;317;2023-06-29;en;Fannie Mae;fanniemaejobs;125119157535614;;fanniemae;;+1 800 910 8277;;;US;DC;{finance};We facilitate equitable and sustainable access to homeownership and quality, affordable rental housing across America.;3900 Wis- consin Avenue;Washington;20016;12010
320824;farmers.com;6;20;2023-07-18;en;Farmers Insurance;;;wearefarmers;farmers-insurance;;+1 800 435 7764;;play.google.com/store/apps/details?id=com.farmers.ifarmers;;;{finance};;;;;52016
38383;fb.com;276;1591;2023-06-27;fr;CVnew;;;;cvnew;;;;;;;{art_and_entertainment};;;;;2
240094;fbhs.com;7;7;2023-05-06;en;Fortune Brands Innovations,;fbhs_news;;;fortune-brands-home-%26-security;;+1 800 468 9716;;;;;{industry};Fortune Brands is a home and security consumer products company built on industry-leading brands and innovative products for kitchens, bathrooms, entryways and outdoor living spaces, and for protection and security.;;;;2162
3993378;fcx.com;0;0;2023-07-18;en;Freeport;;;;freeport-mcmoran-safford-inc.;;+1 504 582 4000;;;US;AZ;{industry};FCX operates large, long-lived, geographically diverse assets with significant proven and probable reserves of copper, gold and molybdenum.;333 N. Central Ave;Phoenix;85004;2
3805;fedex.com;299;1142;2023-04-28;en;FedEx;;fedexapac;fedexoffice;fedex;fedexamericalatina;+1 800 463 3339;;play.google.com/store/apps/details?id=com.fedex.ida.android;US;TN;{travel};;;;;255534
93756;firstam.com;96;952;2023-06-27;en;First American;;;;first-american-title;;+1 800 525 3633;itunes.apple.com/app/myfirstam/id541310683;;US;CA;{real_estate};;;;;9981
43045;firstenergycorp.com;54;257;2023-06-15;en;FirstEnergy;;;;firstenergy-corp;firstenergytv;+1 800 736 3402;;;US;OH;{industry};FirstEnergy’s 10 regulated distribution companies form one of the nation’s largest investor-owned electric systems, based on serving 6 million customers in the Midwest and Mid-Atlantic regions. Stretching from the Ohio-Indiana border to the New Jersey shore, the companies operate a vast infrastructure of more than 269,000 miles of distribution lines and are dedicated to providing customers with safe, reliable and responsive service.;76 South Main Street;Akron;44308;6186
101528;fiserv.com;73;288;2023-07-07;en;Fiserv;;;;fiserv;;+1 800 872 7882;;;US;WI;{technology};Fiserv is a global fintech and payments company with solutions for banking, global commerce, merchant acquiring, billing and payments, and point-of-sale.;255 Fiserv Drive;Brookfield;53045;33835
333664;fisglobal.com;134;373;2023-06-27;en;FIS;;;fis_global;fis;;+1 877 776 3706;;;US;FL;{technology};FIS is fintech for bold ideas. FIS is behind the financial technology that transforms how we live, work and play.;347 Riverside Avenue;Jacksonville;32202;45989
168309;fluor.com;25;268;2023-06-05;en;Fluor;fluorcorp;;fluor033;fluor;fluorcorporation;+1 833 443 5687;;;UK;;{industry};;140 Pinehurst Road;Farnborough;GU147BF;33269
271624;fmglobal.com;24;187;2023-06-27;en;FM Global;;;;fm-global;;+44 20 7480 4000;;play.google.com/store/apps/details?id=com.fmglobal.hotworkpermit;US;;{finance};FM Global's multinational presence and capabilities allow us to provide seamless insurance solutions, services and claims response around the world.;;Republic;4539;5853
82829;fnf.com;114;2367;2023-06-27;en;Fidelity National Financial;;;;fidelity-national-financial;;+1 888 866 3684;;;VN;;{finance};;;;;5437
120304;footlocker.com;19;18;2023-06-27;en;Foot Locker;;;;foot-locker;;;;;;;{shopping};;;;;2489
25997;ford.com;160;2071;2023-06-27;en;Ford Motor;;;;ford-motor-company;;+1 800 462 2614;;;US;TX;{automotive};Ford® is Built for America. Discover the latest lineup in new Ford vehicles! Explore hybrid & electric vehicle options, see photos, build & price, search inventory, view pricing & incentives & see the latest technology & news happening at Ford.;;Dallas;75265;135737
474887752;foxcorporation.com;0;0;2023-06-08;en;Fox Corporation;;;;fox-corporation;;+1 888 596 3929;;;US;NY;{art_and_entertainment};Fox Corporation produces and distributes content through some of the world’s leading and most valued brands, including: FOX News, FOX Sports, the FOX Network, and the FOX Television Stations. We empower a diverse range of creators to imagine and develop culturally significant content, while building an organization that thrives on creative ideas, operational expertise and strategic thinking.;1211 Avenue;New York;10036;11653
12404102;franklinresources.com;0;0;2023-06-22;en;Franklin Resources;;;;franklin-templeton;franklintempletontv;+1 650 312 2000;;;US;;{finance};;;;;11077
50324;freddiemac.com;82;261;2023-07-18;en;Freddie Mac;;108974462561;;freddie-mac;;+1 800 336 3672;;;US;VA;{finance};We are supporting America's homeowners and renters while serving as a stabilizing force in the U.S. housing finance system.;8100 Jones Branch;McLean;22102;10296
8069;frontier.com;0;0;2023-07-02;en;Frontier;;;;frontier-communications;;+1 888 709 4872;;play.google.com/store/apps/details?id=com.frontier.selfserver;US;GA;{internet_telecom};Enjoy fiber internet, TV & phone services from Frontier. Explore the best Internet, TV, and phone packages and deals we offer. More digital solutions available.;3871 Lakefield Drive;Suwanee;30024;11922
1733244;gapinc.com;1;1;2023-05-06;en;Gap;;;;gap-inc-;;+1 877 262 8250;;;US;;{shopping};;;;;62164
293849;gd.com;29;38;2023-07-18;en;General Dynamics;;;;;;+1 800 367 5690;;;;;{internet_telecom};"General Dynamics is a global aerospace and defense company. Our broad portfolio of products and services includes business aviation; combat vehicles, weapons systems and munitions; C4ISR and IT solutions; and shipbuilding.";;;;8
9375;ge.com;657;4681;2023-06-23;en;General Electric;;;generalelectric;ge;;+1 617 443 3400;;;US;MA;{manufacturing};GE rises to the challenge of building a world that works. Learn how our leading technologies & reach helps the world work more efficiently, reliably & safely.;5 Necco Street;Boston;2210;2
2952480;generalmills.com;2;2;2023-07-22;en;General Mills;;generalmillscereal;;general-mills;;+1 800 248 7310;;;US;MN;{industry};For more than 150 years, we’ve made food with passion — having fun and staying true to our values along the way.;2022 Number One General Mills;Minneapolis;55426;22920
144633;genpt.com;17;75;2023-06-27;en;Genuine Parts;;genuinepartscompany;genuine.parts.company;napa-auto-parts;;+1 678 934 5000;;;US;GA;{shopping};;2999 Wildwood Pkwy;Atlanta;30339;10380
54230;genworth.com;34;165;2023-04-28;en;Genworth Financial;;genworth;;genworth-financial_2;genworth;+1 888 436 9678;;;US;VA;{finance};Genworth is dedicated to helping you secure your financial life through long term care insurance, life insurance, annuity retirement solutions and more.;;Lynchburg;24506;4482
497677;gilead.com;115;357;2023-06-27;en;Gilead Sciences;gileadsciences;;;gilead-sciences;;+1 855 769 7284;;;US;CA;{science};Gilead Sciences, Inc. is a research-based biopharmaceutical company focused on the discovery, development, and commercialization of innovative medicines.;333 Lakeside Drive;Foster City;94404;14020
1512030;globalp.com;12;42;2023-05-02;en;Global Partners;;;;global-companies-llc;;+1 781 894 8800;;;US;MA;{industry};;800 South Street;Waltham;2454;776
26275349;globalpayments.com;0;2;2023-06-23;en;Global Payments;;;;global-payments;;+1 770 829 8478;;;US;GA;{finance};Global Payments Inc. is the leading worldwide provider of payment technology and software solutions delivering innovative services to our customers globally.;;Atlanta;30326;15598
7637;gm.com;280;1572;2023-06-27;en;General Motors;;generalmotors;generalmotors;general-motors;;+1 313 702 5201;;;US;;{automotive};General Motors is home to Buick, Cadillac, GMC & Chevrolet. Learn about General Motor's rich history and dedication to community, sustainability, & innovation.;;;;132643
3487220;goldmansachs.com;0;1;2023-06-21;en;Goldman Sachs;goldmansachs;goldmansachs;;goldman-sachs;goldmansachs;+1 212 902 1000;;;US;NY;{finance};The Goldman Sachs Group, Inc. is a leading global investment banking, securities and investment management firm that provides a wide range of financial services to a substantial and diversified client base.;200 West Street;New York;10282;57452
132227;goodyear.com;112;437;2023-05-02;;Goodyear;;;;goodyear;;+1 800 667 8138;;;;;{automotive};;;;;23357
108038;grainger.com;48;285;2023-07-18;en;Grainger;;grainger;grainger;w.w.-grainger;wwgraingerinc;+1 800 811 1747;;;US;IL;{shopping};;;;;18948
264895;graphicpkg.com;25;71;2023-06-28;en;Graphic Packaging International;;;;graphic-packaging-international;;+1 800 258 1433;;;;;{manufacturing};Graphic Packaging International is a leading provider of fiber-based consumer packaging solutions including folding cartons, cups, foodservice packaging, cooking solutions and multipack machinery.;;;;8634
676273;graybar.com;10;159;2023-06-14;en;Graybar;graybar;graybar;;graybar;;+1 855 347 2839;;;US;;{shopping};;;;;7187
256221;group1auto.com;17;45;2023-06-25;en;Group 1 Automotive;group1auto;group1auto;group1automotive;group1automotive;;+1 713 360 5488;;;US;;{automotive};Group 1 Automotive is one of the largest dealership groups in the US offering new & used cars from makes like Honda, Toyota, Nissan, Jeep, Ford, and more.;;;;2699
4612709;guardianlife.com;4;1;2023-05-07;en;Guardian Life;;guardianlife;guardianlife;the-guardian-life-insurance-company-of-america_164085;;+1 202 214 0634;;;US;NY;{finance};We provide life insurance, disability insurance, dental insurance, and other benefits that help protect people and inspire their well-being.;251 Park;New York;10010;8222
3973346;gxo.com;11;30;2023-07-18;en;GXO;gxologistics;gxologistics;gxologistics;gxologistics;gxologistics;;;;;;{travel};GXO is creating game-changing opportunities with our ever evolving logistics and supply chain management. Learn more about our innovative approach at gxo.com.;;;;16195
168929;halliburton.com;73;658;2023-06-29;en;Halliburton;;;halliburtonco;halliburton;;+1 281 931 8884;;;US;TX;{industry};Halliburton is one of the world's largest providers of products and services for the ever-evolving needs of the energy industry.;3000 N. Sam Houston Pkwy;Houston;77032;51992
330602;hanes.com;59;248;2023-04-28;;HANESBRANDS INC;;;;hanesbrands-inc;;;;;;;{};;;;;156
136783;hasbro.com;16;50;2023-07-18;fr;Hasbro;;;;hasbro;;;;;;;{industry};;;;;8430
4113;hcahealthcare.com;95;2090;2023-06-27;;HCA;;;;hca;;+1 615 344 9551;;;US;TN;{health};;;;;126539
18596;henryschein.com;90;432;2023-04-28;en;Henry Schein;henryscheinsm;henryscheinmedical;henryschein;henry-schein;;+1 800 472 4346;;;US;NY;{manufacturing};;135 Duryea Road;Melville;11747;9620
12802;hertz.com;121;408;2023-06-19;fr;Hertz;;hertz;hertz;hertz;;;;;FR;78;{travel};;;;;18369
168420;hess.com;24;148;2023-06-27;en;Hess;hesscorporation;hesscorporation;;hess-corporation;hesscorporation;;;;US;NY;{industry};;;;;4878
506549473;hfsinclair.com;13;46;2023-05-29;en;HF Sinclair;;hfsinclair;;hollyfrontier;;+1 214 954 6720;;;US;WA;{industry};An independent petroleum refiner in the United States with operations throughout the mid-continent, southwestern and Rocky Mountain regions. Subsidiaries of HollyFrontier produce and market gasoline, diesel, jet fuel, asphalt, heavy products and specialty lubricant products. Additionally, HollyFrontier owns Petro-Canada Lubricants Inc. whose Mississauga, Ontario facility produces 15,600 barrels per day of base oils and other specialized lubricant products.;;Anacortes;98221;1596
113870;homedepot.com;60;215;2023-07-25;en;The Home Depot;;homedepot;homedepot;the-home-depot;;+1 800 430 3376;;;US;;{shopping};;;;;143522
38526;honeywell.com;579;2365;2023-06-30;en;Honeywell International;;;;honeywell;;+1 844 774 8634;;;US;NC;{manufacturing};At Honeywell, we're transforming the way the world works, solving your business's toughest challenges. Learn how we can drive your sustainability transformation.;855 S. Mint Street;Charlotte;28202;126004
14011717;hormelfoods.com;0;0;2023-06-27;en;Hormel Foods;hormelfoods;hormel.chili;hormelfoods;hormel-foods;;+1 507 437 5611;;;US;MN;{industry};A Fortune 500 company with more than 20,000 employees across the globe, making a difference for our customers, communities and shareholders.;1 Hormel Place;Austin;55912;3766
3006;hp.com;519;4059;2023-06-27;fr;HP® France;;;;hp;;;;;;;{technology};;;;;140708
294414;hpe.com;248;1446;2023-05-21;en;HPE;hpe_techsvcs;hpepointnext;;hewlett-packard-enterprise;;+1 888 342 2156;;;CA;ON;{technology};;;;;63966
52243;humana.com;120;525;2023-06-28;en;Humana;;116330668439811;humana;humana;;+1 855 202 4081;;;US;KY;{beauty_fitness};Explore Medicare plans and health insurance coverage to fit your lifestyle. Turning 65 or recently qualified? Sign up for Medicare coverage! Start with healthy, start with Humana.;;Lexington;40512;41997
15655835;huntingtoningalls.com;0;0;2023-07-27;en;Huntington Ingalls Industries;;;huntingtoningalls;alionscience;;+1 877 631 0020;;;;;{manufacturing};;;;;1995
